gene_name,PageRank0h,PageRank16h,Ratio
CDYL2,3.76E-05,3.61E-05,0.96
DIS3L2,4.88E-05,4.68E-05,0.96
PEBP1,0.00015306,0.000146701,0.96
NRBP1,7.64E-05,7.32E-05,0.96
IRAK3,3.40E-05,3.26E-05,0.96
POC1B,0.000113413,0.00010869,0.96
LETM1,7.97E-05,7.63E-05,0.96
PCBD2,7.95E-05,7.62E-05,0.96
OXSR1,0.000112467,0.000107778,0.96
LRBA,6.58E-05,6.31E-05,0.96
CLEC2D,0.000154858,0.000148381,0.96
CASP9,8.02E-05,7.68E-05,0.96
MSH3,8.02E-05,7.69E-05,0.96
ULK3,2.88E-05,2.76E-05,0.96
ALDH1B1,0.000137673,0.000131906,0.96
SORD,0.00013735,0.000131596,0.96
RRNAD1,9.99E-06,9.57E-06,0.96
SMARCAL1,2.94E-05,2.82E-05,0.96
ASCC1,9.04E-05,8.66E-05,0.96
PDLIM1,8.44E-05,8.08E-05,0.96
CHMP1A,0.000103565,9.92E-05,0.96
DOCK8,0.000122086,0.000116954,0.96
HPS6,3.88E-05,3.72E-05,0.96
ITGB1BP1,4.46E-05,4.27E-05,0.96
RCBTB1,4.74E-05,4.54E-05,0.96
FCGRT,6.96E-05,6.67E-05,0.96
CAPNS1,0.000168066,0.000160979,0.96
RFX3,8.20E-05,7.85E-05,0.96
ATP5S,3.63E-05,3.48E-05,0.96
THY1,8.83E-05,8.45E-05,0.96
BRMS1L,6.68E-05,6.40E-05,0.96
ABCB10,5.25E-05,5.03E-05,0.96
ANXA5,0.000182201,0.000174446,0.96
CEP97,0.000133392,0.000127711,0.96
CDKL5,5.39E-05,5.16E-05,0.96
CCDC77,5.37E-05,5.14E-05,0.96
EHHADH,7.66E-05,7.34E-05,0.96
RRAS2,6.11E-05,5.85E-05,0.96
GHDC,2.93E-05,2.80E-05,0.96
DENND4B,2.75E-05,2.63E-05,0.96
NEXN,7.28E-05,6.97E-05,0.96
DNAJC9,0.00012446,0.000119134,0.96
MYADM,3.52E-05,3.37E-05,0.96
BRD9,7.69E-05,7.36E-05,0.96
S100A4,0.000132643,0.000126955,0.96
CORO2A,6.22E-05,5.95E-05,0.96
SETD1B,6.75E-05,6.46E-05,0.96
FERMT2,0.000154013,0.000147396,0.96
RTCA,5.22E-05,4.99E-05,0.96
MYH6,8.52E-05,8.15E-05,0.96
TAF5,9.84E-05,9.42E-05,0.96
MICAL3,4.60E-05,4.40E-05,0.96
PTMS,9.98E-05,9.55E-05,0.96
CLIP1,9.48E-05,9.07E-05,0.96
EXOG,4.28E-05,4.09E-05,0.96
TMPPE,4.34E-05,4.15E-05,0.96
PPP3R1,9.73E-05,9.31E-05,0.96
LRRC8A,3.61E-05,3.46E-05,0.96
GABPA,0.000108139,0.00010347,0.96
HECTD3,9.26E-05,8.86E-05,0.96
AP1S2,0.000108999,0.000104289,0.96
CARKD,6.67E-05,6.38E-05,0.96
AKAP12,7.67E-05,7.34E-05,0.96
NSMCE1,6.58E-05,6.29E-05,0.96
RDX,0.000246811,0.000236119,0.96
JMJD7,1.43E-05,1.37E-05,0.96
MTMR1,6.06E-05,5.80E-05,0.96
ARFGAP3,6.09E-05,5.83E-05,0.96
PRKAR1B,9.40E-05,8.99E-05,0.96
PDHX,9.52E-05,9.10E-05,0.96
EVI5L,3.79E-05,3.63E-05,0.96
BCKDHB,5.14E-05,4.91E-05,0.96
WDR89,3.30E-05,3.15E-05,0.96
PLS1,0.000122006,0.00011669,0.96
ADD1,0.000160706,0.000153703,0.96
BRPF3,3.20E-05,3.06E-05,0.96
GDPGP1,4.42E-05,4.23E-05,0.96
DFFA,0.000102756,9.83E-05,0.96
ASAP1,9.31E-05,8.90E-05,0.96
RBL2,0.000149792,0.000143243,0.96
STAMBPL1,0.000102174,9.77E-05,0.96
HACL1,3.20E-05,3.06E-05,0.96
MLEC,7.98E-05,7.63E-05,0.96
PFKFB2,7.49E-05,7.16E-05,0.96
GRAP2,0.00016618,0.000158894,0.96
TRAPPC8,7.94E-05,7.59E-05,0.96
BRWD3,2.70E-05,2.58E-05,0.96
NPEPL1,8.85E-05,8.46E-05,0.96
NLRX1,7.06E-05,6.75E-05,0.96
ZMYM6,3.59E-05,3.43E-05,0.96
ARAP1,6.82E-05,6.51E-05,0.96
RRAGD,5.49E-05,5.25E-05,0.96
NUB1,6.89E-05,6.59E-05,0.96
PACSIN1,0.000115963,0.000110832,0.96
IFNAR2,3.45E-05,3.30E-05,0.96
AP4B1,2.79E-05,2.66E-05,0.96
TARS2,5.29E-05,5.05E-05,0.96
CSNK1G3,6.00E-05,5.73E-05,0.96
METTL3,6.69E-05,6.39E-05,0.96
NFYB,9.02E-05,8.62E-05,0.96
SCIN,3.66E-05,3.49E-05,0.96
B4GALT7,5.96E-05,5.69E-05,0.96
PACS2,2.56E-05,2.44E-05,0.96
DECR1,9.12E-05,8.72E-05,0.96
D2HGDH,2.46E-05,2.35E-05,0.96
RELN,2.45E-05,2.34E-05,0.96
TMEM9,3.31E-05,3.16E-05,0.96
SDHC,8.99E-05,8.59E-05,0.96
ZNF507,1.82E-05,1.74E-05,0.96
PRG2,0.000126636,0.000120978,0.96
STIM2,6.64E-05,6.35E-05,0.96
TGFBR2,0.000146538,0.000139977,0.96
CRYL1,0.000122976,0.000117459,0.96
LPXN,0.000129901,0.000124071,0.96
ARAP2,1.98E-05,1.89E-05,0.96
SUCLG2,0.000123634,0.000118082,0.96
ARL8B,8.34E-05,7.97E-05,0.96
KRIT1,4.88E-05,4.66E-05,0.96
LRRCC1,4.16E-05,3.97E-05,0.95
HEATR5B,3.72E-05,3.55E-05,0.95
MAP2K6,0.000100334,9.58E-05,0.95
LCP1,0.000120176,0.000114755,0.95
NCF1,7.87E-05,7.51E-05,0.95
AFF3,2.75E-05,2.63E-05,0.95
WDR37,7.92E-05,7.56E-05,0.95
CPT1A,0.00012648,0.000120735,0.95
LIMS1,0.00010472,1.00E-04,0.95
KIAA0196,7.88E-05,7.52E-05,0.95
IRF9,8.60E-05,8.20E-05,0.95
PPP1R18,9.37E-05,8.94E-05,0.95
DPY19L3,1.61E-05,1.53E-05,0.95
SLC26A2,2.52E-05,2.40E-05,0.95
TTL,2.24E-05,2.13E-05,0.95
SLC35C1,1.60E-05,1.53E-05,0.95
PPWD1,6.18E-05,5.90E-05,0.95
ZFP451,1.94E-05,1.85E-05,0.95
RNMT,6.50E-05,6.21E-05,0.95
USF2,5.35E-05,5.11E-05,0.95
TXNIP,0.000288502,0.000275303,0.95
INPP5F,2.62E-05,2.50E-05,0.95
AP5B1,2.79E-05,2.66E-05,0.95
CTSA,0.00010621,0.000101345,0.95
STK38,0.000157392,0.000150183,0.95
GTPBP3,3.37E-05,3.22E-05,0.95
SETD7,8.15E-05,7.78E-05,0.95
GNPDA1,0.000127816,0.000121951,0.95
THNSL1,3.64E-05,3.47E-05,0.95
CSK,0.000179714,0.000171457,0.95
N4BP2,5.20E-05,4.96E-05,0.95
NLRC5,3.03E-05,2.89E-05,0.95
INIP,4.00E-05,3.82E-05,0.95
WDR44,9.37E-05,8.94E-05,0.95
GABPB1,6.76E-05,6.45E-05,0.95
GPX4,0.000123713,0.000118003,0.95
ARL6IP6,6.55E-05,6.24E-05,0.95
VPS13B,3.62E-05,3.45E-05,0.95
VRK2,4.39E-05,4.18E-05,0.95
NFYC,0.000164476,0.000156862,0.95
ARPC5L,0.000107566,0.000102586,0.95
DTD1,4.87E-05,4.64E-05,0.95
ALB,0.00028622,0.000272962,0.95
DMXL2,4.25E-05,4.06E-05,0.95
APAF1,6.63E-05,6.32E-05,0.95
ZNF148,7.99E-05,7.62E-05,0.95
USP3,0.000139481,0.000132997,0.95
TWF2,0.000176907,0.000168681,0.95
GLIPR2,3.95E-05,3.76E-05,0.95
HTATIP2,4.89E-05,4.66E-05,0.95
C3,6.68E-05,6.36E-05,0.95
SMC5,7.62E-05,7.27E-05,0.95
LANCL2,9.02E-05,8.59E-05,0.95
REPS1,8.57E-05,8.17E-05,0.95
COMMD10,8.31E-05,7.92E-05,0.95
LNPEP,0.000118795,0.000113241,0.95
RLTPR,2.14E-05,2.04E-05,0.95
PFKFB4,3.92E-05,3.74E-05,0.95
SIAE,0.000105661,0.000100708,0.95
ARPC5,0.000162126,0.000154523,0.95
MYO1F,3.86E-05,3.68E-05,0.95
ADH5,8.05E-05,7.67E-05,0.95
MYL12B,0.000123187,0.000117386,0.95
PHTF2,1.93E-05,1.84E-05,0.95
SPRED1,4.81E-05,4.58E-05,0.95
HCLS1,0.00010961,0.000104439,0.95
PKNOX1,7.81E-05,7.44E-05,0.95
AGFG2,4.14E-05,3.95E-05,0.95
ADCK3,9.74E-05,9.28E-05,0.95
ETFB,0.000123736,0.000117893,0.95
DPP3,8.28E-05,7.89E-05,0.95
LACTB,8.46E-05,8.06E-05,0.95
N6AMT1,2.25E-05,2.14E-05,0.95
LRRC16A,5.71E-05,5.44E-05,0.95
PTBP2,7.84E-05,7.47E-05,0.95
NEK7,6.96E-05,6.63E-05,0.95
CPTP,1.73E-05,1.64E-05,0.95
VEZF1,3.38E-05,3.22E-05,0.95
PGLS,6.64E-05,6.32E-05,0.95
XPNPEP3,7.41E-05,7.06E-05,0.95
CYP2S1,6.72E-05,6.40E-05,0.95
MBLAC2,9.05E-05,8.62E-05,0.95
FRA10AC1,7.72E-05,7.35E-05,0.95
MYH7,8.14E-05,7.76E-05,0.95
EMB,4.03E-05,3.84E-05,0.95
GATSL3,2.70E-05,2.57E-05,0.95
SMCHD1,9.20E-05,8.77E-05,0.95
ENC1,3.63E-05,3.46E-05,0.95
ESYT2,7.31E-05,6.96E-05,0.95
ANKRD44,7.22E-05,6.88E-05,0.95
IRAK4,6.51E-05,6.20E-05,0.95
BCL2L14,5.27E-05,5.02E-05,0.95
IGHG1,9.21E-05,8.77E-05,0.95
CSAD,4.17E-05,3.97E-05,0.95
ZZEF1,0.000107319,0.000102194,0.95
CCDC91,3.59E-05,3.42E-05,0.95
EBP,5.62E-05,5.35E-05,0.95
TTC33,4.47E-05,4.25E-05,0.95
SMUG1,3.20E-05,3.05E-05,0.95
BCDIN3D,1.49E-05,1.41E-05,0.95
REV3L,9.05E-05,8.62E-05,0.95
FAM179B,8.74E-06,8.32E-06,0.95
GLO1,0.000128219,0.000122071,0.95
UQCR10,5.34E-05,5.08E-05,0.95
TIMM8A1,2.54E-05,2.42E-05,0.95
MYH14,0.000150893,0.000143646,0.95
TRMU,2.60E-05,2.48E-05,0.95
FAM160A2,2.57E-05,2.45E-05,0.95
TBC1D14,7.49E-05,7.13E-05,0.95
WDR13,2.21E-05,2.11E-05,0.95
CYB5A,6.46E-05,6.15E-05,0.95
CROCC,8.35E-05,7.95E-05,0.95
RPP40,4.97E-05,4.73E-05,0.95
OMA1,3.44E-05,3.27E-05,0.95
IRGQ,3.20E-05,3.05E-05,0.95
SELENBP1,0.000132558,0.000126136,0.95
PHKB,5.40E-05,5.14E-05,0.95
OXCT1,0.0001752,0.000166695,0.95
TMX2,5.37E-05,5.11E-05,0.95
AVL9,3.29E-05,3.13E-05,0.95
SLAIN1,5.05E-05,4.81E-05,0.95
NAPG,0.000101705,9.68E-05,0.95
TAPBPL,2.58E-05,2.46E-05,0.95
NEIL2,1.95E-05,1.85E-05,0.95
HPS3,2.97E-05,2.82E-05,0.95
TMOD1,9.79E-05,9.31E-05,0.95
ETHE1,3.02E-05,2.87E-05,0.95
TSC22D2,0.00011258,0.000107079,0.95
RUNX3,7.93E-05,7.54E-05,0.95
ABCB8,5.27E-05,5.01E-05,0.95
CMAS,0.000107694,0.000102427,0.95
MMAB,4.18E-05,3.97E-05,0.95
BSDC1,2.52E-05,2.40E-05,0.95
ZNF524,2.75E-05,2.62E-05,0.95
ANXA11,0.000121185,0.000115249,0.95
ACSBG2,2.02E-05,1.93E-05,0.95
SCRN2,4.40E-05,4.19E-05,0.95
HIC2,3.24E-05,3.08E-05,0.95
GSTP1,0.000151725,0.000144276,0.95
MPND,1.84E-05,1.75E-05,0.95
CAPG,8.54E-05,8.12E-05,0.95
LPCAT4,2.19E-05,2.09E-05,0.95
BCL7B,9.14E-05,8.69E-05,0.95
BIN1,0.000212016,0.000201569,0.95
HIBCH,0.000125288,0.000119114,0.95
DAK,7.76E-05,7.37E-05,0.95
NIT2,0.000100357,9.54E-05,0.95
DTX1,5.52E-05,5.25E-05,0.95
GSN,0.0002142,0.000203619,0.95
PRUNE,5.13E-05,4.88E-05,0.95
TIFA,5.90E-05,5.61E-05,0.95
OSTF1,0.00010257,9.75E-05,0.95
DOCK1,6.75E-05,6.41E-05,0.95
FMNL3,4.68E-05,4.45E-05,0.95
ADK,6.65E-05,6.32E-05,0.95
FAM120C,4.18E-05,3.97E-05,0.95
SEPHS2,4.16E-05,3.95E-05,0.95
SH3PXD2B,3.70E-05,3.52E-05,0.95
VAV1,0.000216364,0.000205573,0.95
SYNGAP1,0.000331779,0.000315231,0.95
TBC1D9B,6.24E-05,5.93E-05,0.95
CENPH,6.28E-05,5.97E-05,0.95
CCDC43,3.93E-05,3.73E-05,0.95
RNF213,8.18E-05,7.78E-05,0.95
LANCL1,8.03E-05,7.63E-05,0.95
MYH11,0.000163186,0.000155011,0.95
CIZ1,4.58E-05,4.35E-05,0.95
KIAA0319L,3.84E-05,3.65E-05,0.95
CC2D1B,4.17E-05,3.96E-05,0.95
OSBPL5,5.29E-05,5.02E-05,0.95
SLC25A14,1.60E-05,1.52E-05,0.95
CTC1,5.81E-05,5.51E-05,0.95
LYPLA1,7.81E-05,7.41E-05,0.95
VPS13D,2.92E-05,2.77E-05,0.95
ABCD1,6.98E-05,6.63E-05,0.95
MYO9B,6.17E-05,5.86E-05,0.95
PPOX,5.28E-05,5.02E-05,0.95
NARF,4.36E-05,4.14E-05,0.95
KANSL3,4.63E-05,4.40E-05,0.95
NDRG2,3.96E-05,3.76E-05,0.95
FIBP,5.80E-05,5.51E-05,0.95
NFATC2IP,9.63E-05,9.15E-05,0.95
AAK1,0.000103502,9.83E-05,0.95
LMNB1,0.000296751,0.000281718,0.95
CCDC51,6.28E-05,5.96E-05,0.95
C2CD3,3.64E-05,3.45E-05,0.95
CST7,2.65E-05,2.51E-05,0.95
DHCR7,4.45E-05,4.22E-05,0.95
BDH1,6.88E-05,6.53E-05,0.95
GMFB,6.84E-05,6.49E-05,0.95
SCAPER,2.29E-05,2.17E-05,0.95
RFTN1,3.93E-05,3.73E-05,0.95
ANKRD13A,6.99E-05,6.64E-05,0.95
AKR1B1,0.000119102,0.000113018,0.95
ANXA6,0.000120582,0.000114419,0.95
CAPN2,0.000155996,0.000148009,0.95
PRDM10,3.03E-05,2.87E-05,0.95
COASY,7.25E-05,6.88E-05,0.95
ADRBK1,0.000124117,0.000117749,0.95
NDUFB3,6.59E-05,6.25E-05,0.95
B3GALT4,1.69E-05,1.60E-05,0.95
TLN2,9.83E-05,9.33E-05,0.95
FDXR,6.45E-05,6.12E-05,0.95
GATSL2,2.82E-05,2.68E-05,0.95
MBNL1,0.000106624,0.00010112,0.95
MCUR1,3.35E-05,3.17E-05,0.95
NMNAT3,2.29E-05,2.17E-05,0.95
ANXA3,5.28E-05,5.00E-05,0.95
MSN,0.000396109,0.000375542,0.95
PTRHD1,3.02E-05,2.86E-05,0.95
AP1G2,8.92E-05,8.45E-05,0.95
TMEM63A,9.65E-05,9.14E-05,0.95
GLTSCR1L,3.46E-05,3.28E-05,0.95
KCTD14,1.72E-05,1.63E-05,0.95
MUM1,3.79E-05,3.59E-05,0.95
CPT2,9.24E-05,8.75E-05,0.95
PDE4B,3.56E-05,3.38E-05,0.95
CDAN1,3.19E-05,3.02E-05,0.95
NADK2,6.08E-05,5.76E-05,0.95
MIEN1,3.31E-05,3.14E-05,0.95
TBC1D10B,3.10E-05,2.93E-05,0.95
WASF2,0.000100091,9.48E-05,0.95
GZMA,4.57E-05,4.33E-05,0.95
GOLPH3L,4.18E-05,3.96E-05,0.95
TACO1,3.65E-05,3.46E-05,0.95
CFAP20,0.000100529,9.53E-05,0.95
ATPIF1,6.44E-05,6.10E-05,0.95
SLC9A3R1,0.000173413,0.0001643,0.95
B3GALTL,3.19E-05,3.02E-05,0.95
L1CAM,6.97E-05,6.60E-05,0.95
CDKN1B,0.000198904,0.000188427,0.95
FAM13B,2.85E-05,2.70E-05,0.95
HSCB,4.23E-05,4.01E-05,0.95
CAAP1,3.85E-05,3.65E-05,0.95
SENP8,4.81E-05,4.56E-05,0.95
HEXA,0.000105627,0.000100031,0.95
SESN1,3.02E-05,2.86E-05,0.95
ALG12,3.37E-05,3.19E-05,0.95
BPNT1,0.000193639,0.000183366,0.95
SMAP2,6.02E-05,5.70E-05,0.95
CHD2,6.20E-05,5.87E-05,0.95
BLVRB,4.16E-05,3.94E-05,0.95
CBR1,0.000127597,0.000120792,0.95
BAK1,8.40E-05,7.95E-05,0.95
APPL2,8.35E-05,7.91E-05,0.95
BBC3,4.19E-05,3.97E-05,0.95
APMAP,7.47E-05,7.07E-05,0.95
GM15800,1.60E-05,1.52E-05,0.95
DCXR,5.72E-05,5.41E-05,0.95
GNAI1,0.000168004,0.000159002,0.95
FHOD1,7.19E-05,6.80E-05,0.95
TPP1,6.89E-05,6.52E-05,0.95
PPA2,0.000126428,0.000119649,0.95
HDGFRP3,6.57E-05,6.22E-05,0.95
KBTBD2,3.15E-05,2.98E-05,0.95
DEAF1,6.49E-05,6.15E-05,0.95
POLR3GL,4.45E-05,4.21E-05,0.95
AGBL5,1.66E-05,1.57E-05,0.95
MICALL1,7.14E-05,6.76E-05,0.95
ACSF3,4.87E-05,4.60E-05,0.95
TBC1D22B,0.000150514,0.000142394,0.95
FMNL1,0.000202973,0.00019202,0.95
GGH,5.50E-05,5.20E-05,0.95
MOB3A,3.72E-05,3.52E-05,0.95
RAPGEF4,3.87E-05,3.67E-05,0.95
SORL1,8.37E-05,7.92E-05,0.95
CWF19L1,5.01E-05,4.74E-05,0.95
SSH2,6.01E-05,5.68E-05,0.95
GRHPR,0.000112657,0.000106554,0.95
CPM,6.69E-05,6.33E-05,0.95
ZNF629,3.95E-05,3.74E-05,0.95
STXBP5,4.67E-05,4.42E-05,0.95
ZBTB44,5.40E-05,5.11E-05,0.95
NUBPL,3.14E-05,2.96E-05,0.95
METTL15,3.27E-05,3.09E-05,0.95
UBASH3A,5.87E-05,5.55E-05,0.95
SIRPA,4.96E-05,4.69E-05,0.95
EVL,0.000114321,0.000108081,0.95
CYTH2,7.98E-05,7.55E-05,0.95
L2HGDH,4.00E-05,3.78E-05,0.95
MTMR12,7.50E-05,7.09E-05,0.95
CLIP2,3.92E-05,3.71E-05,0.95
COMMD7,6.85E-05,6.48E-05,0.95
TMCC1,2.09E-05,1.97E-05,0.95
AKAP13,9.23E-05,8.72E-05,0.95
FNBP1,8.72E-05,8.25E-05,0.95
CSTB,9.24E-05,8.73E-05,0.95
SLC12A5,2.88E-05,2.72E-05,0.95
GIMAP5,4.80E-05,4.54E-05,0.94
HEXB,0.000102099,9.65E-05,0.94
FERMT3,0.000114886,0.000108558,0.94
CNRIP1,4.61E-05,4.35E-05,0.94
AHDC1,5.92E-05,5.60E-05,0.94
NMRAL1,4.91E-05,4.64E-05,0.94
HSPA12A,3.67E-05,3.47E-05,0.94
LMF2,3.79E-05,3.58E-05,0.94
MON1A,3.56E-05,3.37E-05,0.94
PIP4K2B,8.40E-05,7.94E-05,0.94
ADPRH,4.57E-05,4.32E-05,0.94
RNPEP,4.98E-05,4.71E-05,0.94
DLGAP4,4.69E-05,4.43E-05,0.94
AMZ2,2.84E-05,2.69E-05,0.94
NDUFA3,4.89E-05,4.62E-05,0.94
PDS5B,8.60E-05,8.13E-05,0.94
SLC25A12,9.86E-05,9.31E-05,0.94
RHOG,9.06E-05,8.56E-05,0.94
AMACR,2.70E-05,2.55E-05,0.94
PDXP,2.76E-05,2.61E-05,0.94
EML5,1.59E-05,1.50E-05,0.94
TBCC,2.98E-05,2.81E-05,0.94
NUDT6,3.90E-05,3.68E-05,0.94
PTPN7,8.68E-05,8.19E-05,0.94
GPALPP1,5.02E-05,4.74E-05,0.94
ABLIM1,0.000156348,0.000147586,0.94
PIK3CB,0.00010099,9.53E-05,0.94
GNG2,8.78E-05,8.29E-05,0.94
OGG1,2.30E-05,2.17E-05,0.94
SLCO3A1,1.26E-05,1.19E-05,0.94
INPP4B,3.01E-05,2.84E-05,0.94
IFIT1,0.000112381,0.000106042,0.94
CNPY4,1.99E-05,1.87E-05,0.94
AP1S3,3.23E-05,3.04E-05,0.94
CFAP36,3.38E-05,3.19E-05,0.94
TAPBP,9.81E-05,9.26E-05,0.94
CCDC88C,4.93E-05,4.65E-05,0.94
SLC25A20,4.77E-05,4.50E-05,0.94
PDPR,8.00E-05,7.54E-05,0.94
OVCA2,1.65E-05,1.56E-05,0.94
CREM,8.44E-05,7.96E-05,0.94
FAM126A,2.72E-05,2.57E-05,0.94
TMEM230,2.56E-05,2.41E-05,0.94
MPI,5.86E-05,5.53E-05,0.94
IDH2,0.000100401,9.47E-05,0.94
LYPLA2,8.45E-05,7.97E-05,0.94
ATP8B2,3.32E-05,3.13E-05,0.94
VIPAS39,4.49E-05,4.23E-05,0.94
RPS6KA3,0.000141681,0.000133578,0.94
DBI,7.20E-05,6.79E-05,0.94
PPP1R9A,7.79E-05,7.34E-05,0.94
KIAA0195,1.85E-05,1.74E-05,0.94
SNRK,2.69E-05,2.54E-05,0.94
DDX58,0.000141687,0.00013354,0.94
NGLY1,7.54E-05,7.10E-05,0.94
SLC25A19,3.59E-05,3.38E-05,0.94
PANK2,5.56E-05,5.24E-05,0.94
STAG1,8.54E-05,8.05E-05,0.94
SAAL1,7.71E-05,7.27E-05,0.94
NSMCE4A,5.29E-05,4.98E-05,0.94
RNF14,6.95E-05,6.55E-05,0.94
ACAP2,5.91E-05,5.57E-05,0.94
TPPP,2.90E-05,2.73E-05,0.94
EPHX1,6.20E-05,5.84E-05,0.94
ITPRIPL1,3.15E-05,2.97E-05,0.94
RHOQ,4.85E-05,4.57E-05,0.94
DUSP10,5.60E-05,5.28E-05,0.94
DPP7,5.01E-05,4.72E-05,0.94
PHF2,3.91E-05,3.69E-05,0.94
COX6A1,4.03E-05,3.79E-05,0.94
PIK3CG,8.96E-05,8.44E-05,0.94
ALDH2,0.000109064,0.000102719,0.94
SFXN2,4.10E-05,3.86E-05,0.94
NUDT16L1,6.88E-05,6.48E-05,0.94
FMNL2,4.71E-05,4.44E-05,0.94
RASSF5,0.000100658,9.48E-05,0.94
FAM221A,2.17E-05,2.04E-05,0.94
BTG1,5.15E-05,4.85E-05,0.94
ACP6,7.85E-05,7.39E-05,0.94
S100A6,9.91E-05,9.33E-05,0.94
ITGB3,8.98E-05,8.46E-05,0.94
FAM118A,4.39E-05,4.13E-05,0.94
AKR7A2,6.97E-05,6.56E-05,0.94
PMM2,4.76E-05,4.48E-05,0.94
SSBP4,5.13E-05,4.83E-05,0.94
CTSD,0.000123903,0.000116625,0.94
FAH,2.56E-05,2.41E-05,0.94
PRMT9,3.88E-05,3.65E-05,0.94
CFL2,0.000120791,0.000113682,0.94
MUS81,0.000169544,0.000159557,0.94
CMTR1,5.50E-05,5.18E-05,0.94
PHOSPHO2,2.30E-05,2.17E-05,0.94
GATM,1.07E-05,1.01E-05,0.94
PPP1R21,9.53E-05,8.96E-05,0.94
CAP2,8.71E-05,8.20E-05,0.94
ACAD8,4.54E-05,4.27E-05,0.94
RTTN,2.11E-05,1.99E-05,0.94
AKR1A1,9.89E-05,9.30E-05,0.94
MCEE,1.37E-05,1.29E-05,0.94
DSCR3,5.55E-05,5.22E-05,0.94
DOPEY1,2.05E-05,1.93E-05,0.94
SYNE1,9.04E-05,8.50E-05,0.94
PLCL2,4.51E-05,4.25E-05,0.94
PYCARD,0.000118604,0.000111562,0.94
RCBTB2,5.72E-05,5.38E-05,0.94
CAST,9.81E-05,9.22E-05,0.94
GTF2A2,3.85E-05,3.62E-05,0.94
MTSS1,3.33E-05,3.14E-05,0.94
C2CD5,6.86E-05,6.45E-05,0.94
RAD9A,7.77E-05,7.31E-05,0.94
CCM2,4.73E-05,4.44E-05,0.94
CMC2,2.20E-05,2.07E-05,0.94
GNA13,0.00012048,0.000113264,0.94
SMIM12,3.07E-05,2.89E-05,0.94
ZER1,5.19E-05,4.88E-05,0.94
ABHD12,2.78E-05,2.62E-05,0.94
S100A11,6.93E-05,6.51E-05,0.94
BLVRA,8.28E-05,7.78E-05,0.94
PRR12,2.71E-05,2.54E-05,0.94
FCHO1,6.12E-05,5.75E-05,0.94
FRMD8,3.47E-05,3.26E-05,0.94
RPS6KA5,0.000125556,0.000117972,0.94
UBE3B,2.81E-05,2.64E-05,0.94
CNPY2,5.69E-05,5.34E-05,0.94
TFEB,6.71E-05,6.30E-05,0.94
RAB32,6.39E-05,6.00E-05,0.94
WASH1,4.93E-05,4.63E-05,0.94
GGT1,2.93E-05,2.75E-05,0.94
PPP2R5A,7.72E-05,7.25E-05,0.94
ANXA4,6.96E-05,6.53E-05,0.94
TRPM7,4.22E-05,3.96E-05,0.94
RECQL,8.55E-05,8.03E-05,0.94
MOB2,5.22E-05,4.90E-05,0.94
IMPA1,7.90E-05,7.42E-05,0.94
PRKCH,5.03E-05,4.72E-05,0.94
ARID4A,7.07E-05,6.64E-05,0.94
TLE2,3.61E-05,3.39E-05,0.94
TRPM2,2.34E-05,2.20E-05,0.94
2-Mar,7.82E-05,7.34E-05,0.94
GLUL,0.000115832,0.000108734,0.94
FAM76B,4.46E-05,4.19E-05,0.94
GLTSCR1,4.98E-05,4.67E-05,0.94
ECI1,5.47E-05,5.13E-05,0.94
GSTM4,3.54E-05,3.32E-05,0.94
TAX1BP3,5.19E-05,4.88E-05,0.94
TMEM35,1.73E-05,1.62E-05,0.94
CSMD3,1.86E-05,1.75E-05,0.94
TRAM1,5.25E-05,4.92E-05,0.94
PANK4,6.33E-05,5.94E-05,0.94
CNP,0.00010664,0.000100051,0.94
PCK2,8.57E-05,8.04E-05,0.94
LPCAT3,3.78E-05,3.55E-05,0.94
ALDH5A1,6.86E-05,6.43E-05,0.94
ECI2,9.66E-05,9.06E-05,0.94
ACADSB,4.67E-05,4.38E-05,0.94
ARL2BP,3.97E-05,3.73E-05,0.94
MTHFR,3.06E-05,2.87E-05,0.94
CYTH3,6.43E-05,6.04E-05,0.94
ZMAT1,3.22E-05,3.02E-05,0.94
CENPN,4.05E-05,3.80E-05,0.94
PQLC1,2.35E-05,2.20E-05,0.94
ZFYVE1,3.02E-05,2.83E-05,0.94
GTPBP2,4.80E-05,4.50E-05,0.94
AIM2,2.99E-05,2.81E-05,0.94
TMEM55B,3.17E-05,2.97E-05,0.94
CORO7,7.81E-05,7.32E-05,0.94
GGPS1,7.38E-05,6.92E-05,0.94
ELMO1,7.38E-05,6.92E-05,0.94
DNPEP,9.82E-05,9.21E-05,0.94
PECAM1,6.70E-05,6.28E-05,0.94
POLI,4.20E-05,3.94E-05,0.94
FAM76A,2.12E-05,1.99E-05,0.94
SLC25A30,3.69E-05,3.46E-05,0.94
UFL1,5.53E-05,5.19E-05,0.94
RNF167,3.23E-05,3.03E-05,0.94
CDC42SE2,3.86E-05,3.62E-05,0.94
SP100,0.000131403,0.000123155,0.94
SLC25A25,3.78E-05,3.54E-05,0.94
ARHGEF1,0.000107195,0.000100459,0.94
SARAF,6.25E-05,5.86E-05,0.94
FBXO4,6.12E-05,5.74E-05,0.94
COMMD5,6.37E-05,5.97E-05,0.94
CCS,5.67E-05,5.32E-05,0.94
HS1BP3,5.16E-05,4.83E-05,0.94
POLG2,4.60E-05,4.31E-05,0.94
ACTB,0.00101119,0.000947435,0.94
PTS,2.47E-05,2.31E-05,0.94
