namespace,name,def
molecular_function,nuclear receptor binding,"""Interacting selectively and non-covalently, in a ligand dependent manner, with a nuclear receptor protein."" [GOC:mah, PMID:7776974]"
molecular_function,protein domain specific binding,"""Interacting selectively and non-covalently with a specific domain of a protein."" [GOC:go_curators]"
biological_process,negative regulation of lipid catabolic process,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of lipids."" [GOC:ai]"
biological_process,regulation of vitamin D receptor signaling pathway,"""Any process that modulates the frequency, rate or extent of vitamin D receptor signaling pathway activity."" [GOC:BHF, GOC:mah]"
biological_process,ribosomal large subunit biogenesis,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]"
biological_process,positive regulation of protein autoubiquitination,"""Any process that activates or increases the frequency, rate or extent of protein autoubiquitination."" [GOC:rb, GOC:TermGenie, PMID:24069405]"
biological_process,regulation of signaling receptor activity,"""Any process that modulates the frequency, rate or extent of a signaling receptor activity. Receptor activity is when a molecule combines with an extracellular or intracellular messenger to initiate a change in cell activity."" [GOC:dph, GOC:tb]"
biological_process,positive regulation of neurogenesis,"""Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]"
biological_process,positive regulation of tumor necrosis factor production,"""Any process that activates or increases the frequency, rate, or extent of tumor necrosis factor production."" [GOC:mah]"
biological_process,cellular response to ionizing radiation,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [GOC:mah]"
biological_process,neuromuscular process controlling posture,"""Any process in which an organism voluntarily modulates its posture, the alignment of its anatomical parts."" [GOC:dph, GOC:tb]"
biological_process,synapse assembly,"""The aggregation, arrangement and bonding together of a set of components to form a synapse.  This process ends when the synapse is mature (functional)."" [GOC:mah]"
biological_process,positive regulation of single strand break repair,"""Any process that activates or increases the frequency, rate or extent of single strand break repair."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17395247]"
biological_process,cellular response to indole-3-methanol,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an indole-3-methanol stimulus."" [CHEBI:24814, GOC:mah, GOC:yaf]"
biological_process,amyloid fibril formation,"""The generation of amyloid fibrils, insoluble fibrous protein aggregates exhibiting beta sheet structure, from proteins."" [GOC:cvs, GOC:jj, GOC:ppm, GOC:sj, PMID:21148556, PMID:22817896, PMID:28937655, PMID:29654159]"
biological_process,positive regulation of androgen receptor activity,"""Any process that activates or increases the frequency, rate or extent of androgen receptor activity."" [GOC:obol]"
biological_process,transcription by RNA polymerase I,"""The synthesis of RNA from a DNA template by RNA polymerase I (RNAP I), originating at an RNAP I promoter."" [GOC:jl, GOC:txnOH]"
biological_process,eye photoreceptor cell development,"""Development of a photoreceptor, a sensory cell in the eye that reacts to the presence of light. They usually contain a pigment that undergoes a chemical change when light is absorbed, thus stimulating a nerve."" [GOC:jl, ISBN:0192800981]"
molecular_function,NAD-dependent histone deacetylase activity (H4-K16 specific),"""Catalysis of the reaction: histone H4 N6-acetyl-L-lysine (position 16) + H2O = histone H4 L-lysine (position 16) + acetate. This reaction requires the presence of NAD, and represents the removal of an acetyl group from lysine at position 16 of the histone H4 protein."" [EC:3.5.1.17, GOC:vw, RHEA:24548]"
biological_process,sperm axoneme assembly,"""The assembly and organization of the sperm flagellar axoneme, the bundle of microtubules and associated proteins that forms the core of the eukaryotic sperm flagellum, and is responsible for movement."" [GOC:bf, GOC:cilia, ISBN:0198547684]"
cellular_component,axon,"""The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter."" [GOC:nln, ISBN:0198506732]"
cellular_component,ciliary basal body,"""A membrane-tethered, short cylindrical array of microtubules and associated proteins found at the base of a eukaryotic cilium (also called flagellum) that is similar in structure to a centriole and derives from it. The cilium basal body is the site of assembly and remodelling of the cilium and serves as a nucleation site for axoneme growth. As well as anchoring the cilium, it is thought to provide a selective gateway regulating the entry of ciliary proteins and vesicles by intraflagellar transport."" [GOC:cilia, GOC:clt, PMID:21750193]"
biological_process,negative regulation of blood vessel endothelial cell migration,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]"
biological_process,behavioral defense response,"""A behavioral response seeking to protect an organism from an a perceived external threat to that organism."" [GO_REF:0000022, GOC:add, GOC:mtg_15nov05]"
biological_process,long-term memory,"""The memory process that deals with the storage, retrieval and modification of information a long time (typically weeks, months or years) after receiving that information. This type of memory is typically dependent on gene transcription regulated by second messenger activation."" [http://hebb.mit.edu/courses/9.03/lecture4.html, ISBN:0582227089]"
biological_process,ubiquitin-dependent ERAD pathway,"""The series of steps necessary to target endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. Begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein ubiquitination necessary for correct substrate transfer, transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome."" [GOC:mah, GOC:rb, PMID:14607247, PMID:19520858]"
biological_process,blastocyst growth,"""An increase in size of a blastocyst due to expansion of the blastocoelic cavity cell shape changes and cell proliferation."" [GOC:dph, ISBN:0124020607, ISBN:0198542771]"
biological_process,histone H3-K9 trimethylation,"""The modification of histone H3 by addition of three methyl groups to lysine at position 9 of the histone."" [GOC:vw]"
biological_process,regulation of establishment of protein localization,"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]"
